"country","ADM0","ADM1","ADM2","decimalLatitude","decimalLongitude","Site","yearCollected","monthCollected","dayCollected","date","date_t1","date_t2","materialSampleID","genus","species","scientific","susceptibility","nativeStatus","lifeStage","sex","individualCount","diseaseTested","BdDetected","BsalDetected","BdLoad","BsalLoad","fatal","specimenFate","basisOfRecord","richness","sppAbun","siteAbun","alphadiv","soilMoisture_date","soilMoisture_date_t1","soilMoisture_date_t2","temp_date","temp_date_t1","temp_date_t2","sampleType","testMethod","diagnosticLab","sampleRemarks","principalInvestigator","collectorList","expeditionCode","projectId"
"Belgium","BEL","WALLONIE","NAMUR",50.413149,5.020961,184,2017,NA,NA,NA,NA,NA,"2017_BEL_13","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",28,"Bsal","0","0",NA,NA,NA,NA,NA,1,28,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","WALLONIE","LIÈGE",50.565628,5.330764,207,2017,NA,NA,NA,NA,NA,"2017_BEL_14","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",31,"Bsal","0","0",NA,NA,NA,NA,NA,1,31,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","VLAANDEREN","OOST-VLAANDEREN",50.778471,3.761597,305,2017,NA,NA,NA,NA,NA,"2017_BEL_15","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","VLAANDEREN","OOST-VLAANDEREN",50.778471,3.761597,305,2016,NA,NA,NA,NA,NA,"2016_BEL_01","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","VLAANDEREN","OOST-VLAANDEREN",50.778471,3.761597,305,2015,NA,NA,NA,NA,NA,"2015_BEL_01","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","VLAANDEREN","VLAAMS BRABANT",50.703969,4.276578,262,2017,NA,NA,NA,NA,NA,"2017_BEL_16","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","VLAANDEREN","VLAAMS BRABANT",50.703969,4.276578,262,2016,NA,NA,NA,NA,NA,"2016_BEL_02","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","VLAANDEREN","VLAAMS BRABANT",50.703969,4.276578,262,2015,NA,NA,NA,NA,NA,"2015_BEL_02","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","WALLONIE","NAMUR",50.202162,4.849232,119,2017,NA,NA,NA,NA,NA,"2017_BEL_17","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",31,"Bsal","0","0",NA,NA,NA,NA,NA,1,31,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","VLAANDEREN","OOST-VLAANDEREN",50.946999,3.73047,316,2017,NA,NA,NA,NA,NA,"2017_BEL_18","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","VLAANDEREN","OOST-VLAANDEREN",50.946999,3.73047,316,2016,NA,NA,NA,NA,NA,"2016_BEL_03","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","VLAANDEREN","OOST-VLAANDEREN",50.946999,3.73047,316,2015,NA,NA,NA,NA,NA,"2015_BEL_03","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","WALLONIE","NAMUR",50.335364,4.962908,179,2017,NA,NA,NA,NA,NA,"2017_BEL_19","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","WALLONIE","LIÈGE",50.492792,5.195327,191,2017,NA,NA,NA,NA,NA,"2017_BEL_20","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,42,42,0.693147180559945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","WALLONIE","LIÈGE",50.492792,5.195327,191,2017,NA,NA,NA,NA,NA,"2017_BEL_21","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",12,"Bsal","0","0",NA,NA,NA,NA,NA,1,42,42,0.693147180559945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","WALLONIE","NAMUR",50.155227,5.261291,113,2017,NA,NA,NA,NA,NA,"2017_BEL_22","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",35,"Bsal","0","0",NA,NA,NA,NA,NA,1,35,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","VLAANDEREN","VLAAMS BRABANT",50.936207,4.839672,315,2017,NA,NA,NA,NA,NA,"2017_BEL_23","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","VLAANDEREN","VLAAMS BRABANT",50.936207,4.839672,315,2016,NA,NA,NA,NA,NA,"2016_BEL_04","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","VLAANDEREN","VLAAMS BRABANT",50.936207,4.839672,315,2015,NA,NA,NA,NA,NA,"2015_BEL_04","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","VLAANDEREN","OOST-VLAANDEREN",50.760972,3.495953,299,2017,NA,NA,NA,NA,NA,"2017_BEL_24","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","VLAANDEREN","OOST-VLAANDEREN",50.760972,3.495953,299,2016,NA,NA,NA,NA,NA,"2016_BEL_05","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","VLAANDEREN","OOST-VLAANDEREN",50.760972,3.495953,299,2015,NA,NA,NA,NA,NA,"2015_BEL_05","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","WALLONIE","LIÈGE",50.584708,5.584746,216,2014,NA,NA,NA,NA,NA,"2014_BEL_01","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",5,"Bsal","0","1",NA,NA,NA,NA,NA,1,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","Wouter Beukema",NA,NA,NA
"Belgium","BEL","WALLONIE","LIÈGE",50.651058,5.657861,240,2017,NA,NA,NA,NA,NA,"2017_BEL_25","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",21,"Bsal","0","0",NA,NA,NA,NA,NA,1,21,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","WALLONIE","NAMUR",50.492301,4.95521,190,2017,NA,NA,NA,NA,NA,"2017_BEL_26","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",7,"Bsal","0","0",NA,NA,NA,NA,NA,1,21,21,0.693147180559945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","WALLONIE","NAMUR",50.492301,4.95521,190,2017,NA,NA,NA,NA,NA,"2017_BEL_27","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",14,"Bsal","0","0",NA,NA,NA,NA,NA,1,21,21,0.693147180559945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","WALLONIE","LUXEMBOURG",49.825593,5.729159,57,2017,NA,NA,NA,NA,NA,"2017_BEL_28","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",15,"Bsal","0","0",NA,NA,NA,NA,NA,1,15,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","VLAANDEREN","OOST-VLAANDEREN",50.957724,3.724506,318,2017,NA,NA,NA,NA,NA,"2017_BEL_29","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","VLAANDEREN","OOST-VLAANDEREN",50.957724,3.724506,318,2016,NA,NA,NA,NA,NA,"2016_BEL_06","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","VLAANDEREN","OOST-VLAANDEREN",50.957724,3.724506,318,2015,NA,NA,NA,NA,NA,"2015_BEL_06","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","WALLONIE","LIÈGE",50.46889,5.74459,189,2019,NA,NA,NA,NA,NA,"2019_BEL_01","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",12,"Bsal","0","0",NA,NA,NA,NA,NA,1,12,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","WALLONIE","LIÈGE",50.46889,5.74459,189,2018,NA,NA,NA,NA,NA,"2018_BEL_01","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",12,"Bsal","0","0",NA,NA,NA,NA,NA,1,12,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","WALLONIE","LIÈGE",50.46889,5.74459,189,2017,NA,NA,NA,NA,NA,"2017_BEL_30","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",33,"Bsal","0","0",NA,NA,NA,NA,NA,1,50,50,0.693147180559945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","WALLONIE","LIÈGE",50.46889,5.74459,189,2017,NA,NA,NA,NA,NA,"2017_BEL_31","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",17,"Bsal","0","0",NA,NA,NA,NA,NA,1,50,50,0.693147180559945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","WALLONIE","LIÈGE",50.582561,5.769036971,214,2020,NA,NA,NA,NA,NA,"2020_BEL_01","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",1,"Bsal","0","1",NA,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Wouter Beukema",NA,"mortality event with > 50 dead salamanders",NA
"Belgium","BEL","WALLONIE","HAINAUT",50.64458,3.954857,238,NA,NA,NA,NA,NA,NA,"BEL_02","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","WALLONIE","BRABANT WALLON",50.67638,4.59534,247,2017,NA,NA,NA,NA,NA,"2017_BEL_32","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",19,"Bsal","0","0",NA,NA,NA,NA,NA,1,19,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","VLAANDEREN","OOST-VLAANDEREN",50.977754,3.906544,320,2017,NA,NA,NA,NA,NA,"2017_BEL_33","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","VLAANDEREN","OOST-VLAANDEREN",50.977754,3.906544,320,2016,NA,NA,NA,NA,NA,"2016_BEL_07","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","VLAANDEREN","OOST-VLAANDEREN",50.977754,3.906544,320,2015,NA,NA,NA,NA,NA,"2015_BEL_07","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","VLAANDEREN","OOST-VLAANDEREN",50.769532,3.936635,302,2017,NA,NA,NA,NA,NA,"2017_BEL_34","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","VLAANDEREN","OOST-VLAANDEREN",50.769532,3.936635,302,2016,NA,NA,NA,NA,NA,"2016_BEL_08","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","VLAANDEREN","OOST-VLAANDEREN",50.769532,3.936635,302,2015,NA,NA,NA,NA,NA,"2015_BEL_08","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","WALLONIE","LIÈGE",50.45155,6.103064,188,2014,NA,NA,NA,NA,NA,"2014_BEL_02","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","1",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","Wouter Beukema",NA,NA,NA
"Belgium","BEL","WALLONIE","NAMUR",50.17741,5.22195,116,2016,NA,NA,NA,NA,NA,"2016_BEL_09","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",25,"Bsal","0","0",NA,NA,NA,NA,NA,1,25,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","WALLONIE","LIÈGE",50.594909,5.542909,221,2017,NA,NA,NA,NA,NA,"2017_BEL_35","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","WALLONIE","LIÈGE",50.528162,5.825166,197,2017,NA,NA,NA,NA,NA,"2017_BEL_36","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",31,"Bsal","0","0",NA,NA,NA,NA,NA,1,31,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","WALLONIE","LIÈGE",50.54141,5.782921,199,2017,NA,NA,NA,NA,NA,"2017_BEL_37","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",30,"Bsal","0","0",NA,NA,NA,NA,NA,1,30,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Belgium","BEL","WALLONIE","LIÈGE",50.56712,5.247461,208,2018,NA,NA,NA,NA,NA,"2018_BEL_02","Salamandra","salamandra","Salamandra salamandra",3,NA,"","",36,"Bsal","0","0",NA,NA,NA,NA,NA,1,36,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wouter Beukema",NA,NA,NA
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2015,12,18,2015-12-18,2015-11-18,2015-10-19,"4156","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","male",1,"Bsal","0","0",NA,0,"0","RELEASED","LivingSpecimen",1,4,4,1.38629436111989,5.5385103225708,5.94973707199097,6.87826919555664,3.453607177734,7.541589355469,5.33791503906201,"swabbing",NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","bsal-tri",243
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2015,12,18,2015-12-18,2015-11-18,2015-10-19,"4154","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","male",1,"Bsal","0","0",NA,0,"0","RELEASED","LivingSpecimen",1,4,4,1.38629436111989,5.5385103225708,5.94973707199097,6.87826919555664,3.453607177734,7.541589355469,5.33791503906201,"swabbing",NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","bsal-tri",243
"Switzerland","CHE","TICINO","BELLINZONA",46.159648,9.002659,48,2013,12,20,2013-12-20,2013-11-20,2013-10-21,"22.13","Salamandra","salamandra","Salamandra salamandra",3,NA,"adult","female",1,"Bsal","0","0",NA,0,"0","RELEASED","LivingSpecimen",1,14,14,2.63905732961526,6.0842924118042,6.94420480728149,6.09460639953613,-0.131933593749977,2.138757324219,9.36394653320303,"swabbing",NA,NA,NA,"Alessandro Catenazzi","Alessandro Catenazzi","bsal-tri",243
