materialSampleID,country,ADM0,ADM1,ADM2,ADM3,ADM4,Locality,N,E,date,year,month,day,genus,species,scientific,nativeStatus,susceptibility,basisOfRecord,sampleType,sampleRemarks,diseaseTested,testMethod,BdDetected,BsalDetected,BdLoad,BsalLoad,fatal,diagnosticLab,individualCount,specimenDisposition,lifeStage,sex,soilMoisture,tmin,tmax,prec,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,collectorList,Sample_bcid,expeditionCode,projectId,comments
Yuan1149,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1151,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1153,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1155,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1157,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1159,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1161,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1163,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1165,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1167,China,CHN,Guangdong,Shenzheng,Wutongshan,,"Shenzheng, Wutongshan",22.59101,114.1984,8/20/2016,2016,8,20,Paramesotriton,hongkongensis,Paramesotriton hongkongensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1168,China,CHN,Guangdong,Shenzheng,Wutongshan,,"Shenzheng, Wutongshan",22.59101,114.1984,8/20/2016,2016,8,20,Paramesotriton,hongkongensis,Paramesotriton hongkongensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1170,China,CHN,Guangdong,Shenzheng,Wutongshan,,"Shenzheng, Wutongshan",22.59101,114.1984,8/20/2016,2016,8,20,Paramesotriton,hongkongensis,Paramesotriton hongkongensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1171,China,CHN,Guangdong,Shenzheng,Wutongshan,,"Shenzheng, Wutongshan",22.59101,114.1984,8/20/2016,2016,8,20,Paramesotriton,hongkongensis,Paramesotriton hongkongensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1173,China,CHN,Guangdong,Shenzheng,Wutongshan,,"Shenzheng, Wutongshan",22.59101,114.1984,8/20/2016,2016,8,20,Paramesotriton,hongkongensis,Paramesotriton hongkongensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1174,China,CHN,Guangdong,Shenzheng,Wutongshan,,"Shenzheng, Wutongshan",22.59101,114.1984,8/20/2016,2016,8,20,Paramesotriton,hongkongensis,Paramesotriton hongkongensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1176,China,CHN,Guangdong,Shenzheng,Wutongshan,,"Shenzheng, Wutongshan",22.59101,114.1984,8/20/2016,2016,8,20,Paramesotriton,hongkongensis,Paramesotriton hongkongensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1177,China,CHN,Guangdong,Shenzheng,Wutongshan,,"Shenzheng, Wutongshan",22.59101,114.1984,8/20/2016,2016,8,20,Paramesotriton,hongkongensis,Paramesotriton hongkongensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1179,China,CHN,Guangdong,Shenzheng,Wutongshan,,"Shenzheng, Wutongshan",22.59101,114.1984,8/20/2016,2016,8,20,Paramesotriton,hongkongensis,Paramesotriton hongkongensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1180,China,CHN,Guangdong,Shenzheng,Wutongshan,,"Shenzheng, Wutongshan",22.59101,114.1984,8/20/2016,2016,8,20,Paramesotriton,hongkongensis,Paramesotriton hongkongensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1182,China,CHN,Fujian,Ningde,Zherong,Longxi,"Zherong, Longxi",27.24886,119.94339,8/16/2016,2016,8,16,Paramesotriton,aurantius,Paramesotriton aurantius,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1184,China,CHN,Fujian,Ningde,Zherong,Longxi,"Zherong, Longxi",27.24886,119.94339,8/16/2016,2016,8,16,Paramesotriton,aurantius,Paramesotriton aurantius,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1186,China,CHN,Fujian,Ningde,Zherong,Longxi,"Zherong, Longxi",27.24886,119.94339,8/16/2016,2016,8,16,Paramesotriton,aurantius,Paramesotriton aurantius,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1188,China,CHN,Fujian,Ningde,Zherong,Longxi,"Zherong, Longxi",27.24886,119.94339,8/16/2016,2016,8,16,Paramesotriton,aurantius,Paramesotriton aurantius,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1190,China,CHN,Fujian,Ningde,Zherong,Longxi,"Zherong, Longxi",27.24886,119.94339,8/16/2016,2016,8,16,Paramesotriton,aurantius,Paramesotriton aurantius,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1192,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1193,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1195,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1196,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1198,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1199,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1201,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1202,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1204,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1206,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1208,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1210,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1212,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1214,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1216,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1218,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1220,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1222,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1224,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1226,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1228,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1230,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1232,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1234,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1236,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1237,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1239,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1240,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1242,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1243,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1245,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1246,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1248,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1249,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1251,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1252,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1254,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1255,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1276,China,CHN,Zhejiang,Ningbo,Ninghai,Baixi,"Zhejiang, Ningbo, baixi",28.19946,120.56896,1/27/2017,2017,1,27,Paramesotriton,chinensis,Paramesotriton chinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1277,China,CHN,Zhejiang,Ningbo,Ninghai,Baixi,"Zhejiang, Ningbo, baixi",28.19946,120.56896,1/27/2017,2017,1,27,Paramesotriton,chinensis,Paramesotriton chinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1278,China,CHN,Zhejiang,Ningbo,Ninghai,Baixi,"Zhejiang, Ningbo, baixi",28.19946,120.56896,1/27/2017,2017,1,27,Paramesotriton,chinensis,Paramesotriton chinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1279,China,CHN,Zhejiang,Ningbo,Ninghai,Baixi,"Zhejiang, Ningbo, baixi",28.19946,120.56896,1/27/2017,2017,1,27,Paramesotriton,chinensis,Paramesotriton chinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1280,China,CHN,Zhejiang,Ningbo,Ninghai,Baixi,"Zhejiang, Ningbo, baixi",28.19946,120.56896,1/27/2017,2017,1,27,Paramesotriton,chinensis,Paramesotriton chinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1281,China,CHN,Zhejiang,Ningbo,Ninghai,Baixi,"Zhejiang, Ningbo, baixi",28.19946,120.56896,1/27/2017,2017,1,27,Paramesotriton,chinensis,Paramesotriton chinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1282,China,CHN,Zhejiang,Ningbo,Ninghai,Baixi,"Zhejiang, Ningbo, baixi",28.19946,120.56896,1/27/2017,2017,1,27,Paramesotriton,chinensis,Paramesotriton chinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan1283,China,CHN,Zhejiang,Ningbo,Ninghai,Baixi,"Zhejiang, Ningbo, baixi",28.19946,120.56896,1/27/2017,2017,1,27,Paramesotriton,chinensis,Paramesotriton chinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
