"country","Lat","Lon","Site","prev_above_0","wk3_start","wk2_start","wk1_start","t4","date","genus","scientific","susceptibility","nPos_FS","nNeg_FS","nDead_FS","nAlive_FS","nFatalUnk_FS","nPos_all","nNeg_all","nDead_all","nAlive_all","nFatalUnk_all","richness","sppAbun","siteAbun","wk3_avgTemp","wk2_avgTemp","wk1_avgTemp","temp_t4","temp_t0","wk3_avgSM","wk2_avgSM","wk1_avgSM","soilM_t4","soilM_t0","tmin_wc","tavg_wc","tmax_wc","prec_wc","bio1_wc","bio2_wc","bio3_wc","bio4_wc","bio5_wc","bio6_wc","bio7_wc","bio8_wc","bio9_wc","bio10_wc","bio11_wc","bio12_wc","bio13_wc","bio14_wc","bio15_wc","bio16_wc","bio17_wc","bio18_wc","bio19_wc","diagnosticLab","principalInvestigator","Sample_bcid","collectorList"
"Spain",41.621947,2.484327,17,"0",2018-08-29,2018-09-05,2018-09-12,2018-09-22,2018-09-26,"Alytes","Alytes obstetricans",1,0,0,0,0,0,0,3,3,0,0,2,3,6,12.4835867745536,12.5143993559338,12.5515510680184,22.064935302734,18.440606689453,4.82346003017728,4.83193852560861,4.83276986318921,4.52484512329102,4.33468294143677,14.539999961853,19.1879997253418,23.8360004425049,8.8,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"0",2018-09-17,2018-09-24,2018-10-01,2018-10-11,2018-10-15,"Alytes","Alytes obstetricans",1,0,0,0,0,0,0,2,0,2,0,9,2,59,12.4835867745536,12.5143993559338,12.5515510680184,18.206994628906,16.452264404297,4.82346003017728,4.83193852560861,4.83276986318921,5.13086414337158,5.91544532775879,10.6280002593994,14.9200000762939,19.2159996032715,9.3,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"0",2019-01-27,2019-02-03,2019-02-10,2019-02-20,2019-02-24,"Alytes","Alytes obstetricans",1,0,0,0,0,0,0,1,1,0,0,3,1,3,12.4835867745536,12.5143993559338,12.5515510680184,7.57891235351605,9.375817871094,4.82346003017728,4.83193852560861,4.83276986318921,4.89848232269287,4.82962274551392,3.34400010108948,7.91200017929077,12.4800004959106,5,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"0",2019-02-07,2019-02-14,2019-02-21,2019-03-03,2019-03-07,"Alytes","Alytes obstetricans",1,0,0,0,0,0,0,1,1,0,0,3,1,15,12.4835867745536,12.5143993559338,12.5515510680184,11.575677490234,10.457025146484,4.82346003017728,4.83193852560861,4.83276986318921,4.75231027603149,4.72321462631226,4.93200016021729,9.67199993133545,14.4040002822876,6.3,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"0",2019-02-16,2019-02-23,2019-03-02,2019-03-12,2019-03-16,"Alytes","Alytes obstetricans",1,0,0,0,0,0,0,1,1,0,0,3,1,8,12.4835867745536,12.5143993559338,12.5515510680184,11.1400390625,11.636285400391,4.82346003017728,4.83193852560861,4.83276986318921,4.78202819824219,4.76082706451416,4.93200016021729,9.67199993133545,14.4040002822876,6.3,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"0",2019-02-28,2019-03-07,2019-03-14,2019-03-24,2019-03-28,"Alytes","Alytes obstetricans",1,0,0,0,0,0,0,13,0,13,0,10,13,90,12.4835867745536,12.5143993559338,12.5515510680184,13.023828125,9.897943115234,4.82346003017728,4.83193852560861,4.83276986318921,4.52994394302368,4.50183057785034,4.93200016021729,9.67199993133545,14.4040002822876,6.3,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"0",2019-03-05,2019-03-12,2019-03-19,2019-03-29,2019-04-02,"Alytes","Alytes obstetricans",1,0,0,0,0,0,0,1,1,0,0,4,1,53,12.4835867745536,12.5143993559338,12.5515510680184,9.530114746094,11.306146240234,4.82346003017728,4.83193852560861,4.83276986318921,4.49514150619507,4.80077171325684,6.61199998855591,11.2880001068115,15.9399995803833,6.2,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"0",2019-03-17,2019-03-24,2019-03-31,2019-04-10,2019-04-14,"Alytes","Alytes obstetricans",1,0,0,0,0,0,0,1,1,0,0,2,1,8,12.4835867745536,12.5143993559338,12.5515510680184,10.325860595703,10.677301025391,4.82346003017728,4.83193852560861,4.83276986318921,4.96384477615356,4.75194406509399,6.61199998855591,11.2880001068115,15.9399995803833,6.2,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"0",2019-03-29,2019-04-05,2019-04-12,2019-04-22,2019-04-26,"Alytes","Alytes obstetricans",1,0,0,0,0,0,0,2,0,2,0,3,2,47,12.4835867745536,12.5143993559338,12.5515510680184,13.224877929688,12.604577636719,4.82346003017728,4.83193852560861,4.83276986318921,4.87897777557373,4.73264789581299,6.61199998855591,11.2880001068115,15.9399995803833,6.2,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"0",2019-04-21,2019-04-28,2019-05-05,2019-05-15,2019-05-19,"Alytes","Alytes obstetricans",1,0,0,0,0,0,0,1,1,0,0,3,1,6,12.4835867745536,12.5143993559338,12.5515510680184,12.760797119141,11.022393798828,4.82346003017728,4.83193852560861,4.83276986318921,4.51051425933838,5.03399133682251,10.3280000686646,14.9320001602173,19.5480003356934,7.5,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"0",2019-04-26,2019-05-03,2019-05-10,2019-05-20,2019-05-24,"Alytes","Alytes obstetricans",1,0,0,0,0,0,0,4,4,0,0,3,4,9,12.4835867745536,12.5143993559338,12.5515510680184,12.833123779297,14.042657470703,4.82346003017728,4.83193852560861,4.83276986318921,4.85403251647949,5.28539514541626,10.3280000686646,14.9320001602173,19.5480003356934,7.5,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"0",2019-05-01,2019-05-08,2019-05-15,2019-05-25,2019-05-29,"Alytes","Alytes obstetricans",1,0,0,0,0,0,0,1,1,0,0,4,1,9,12.4835867745536,12.5143993559338,12.5515510680184,15.795678710938,14.520867919922,4.82346003017728,4.83193852560861,4.83276986318921,5.15982866287231,4.77393817901611,10.3280000686646,14.9320001602173,19.5480003356934,7.5,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"0",2018-09-17,2018-09-24,2018-10-01,2018-10-11,2018-10-15,"Bufo","Bufo spinosus",1,0,0,0,0,0,0,2,0,2,0,9,2,59,12.4835867745536,12.5143993559338,12.5515510680184,18.206994628906,16.452264404297,4.82346003017728,4.83193852560861,4.83276986318921,5.13086414337158,5.91544532775879,10.6280002593994,14.9200000762939,19.2159996032715,9.3,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"0",2018-10-21,2018-10-28,2018-11-04,2018-11-14,2018-11-18,"Bufo","Bufo spinosus",1,0,0,0,0,0,0,1,1,0,0,2,1,7,12.4835867745536,12.5143993559338,12.5515510680184,15.2201171875,10.604730224609,4.82346003017728,4.83193852560861,4.83276986318921,5.10893487930298,6.02794790267944,6.05599975585938,10.3800001144409,14.6840000152588,7.3,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"0",2019-01-06,2019-01-13,2019-01-20,2019-01-30,2019-02-03,"Bufo","Bufo spinosus",1,0,0,0,0,0,0,1,1,0,0,1,1,1,12.4835867745536,12.5143993559338,12.5515510680184,6.26833496093803,4.80706176757803,4.82346003017728,4.83193852560861,4.83276986318921,5.00062942504883,4.96223115921021,3.34400010108948,7.91200017929077,12.4800004959106,5,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"0",2019-01-12,2019-01-19,2019-01-26,2019-02-05,2019-02-09,"Bufo","Bufo spinosus",1,0,0,0,0,0,0,3,2,1,0,6,3,27,12.4835867745536,12.5143993559338,12.5515510680184,7.27800903320303,8.81759033203105,4.82346003017728,4.83193852560861,4.83276986318921,4.96842432022095,4.9612889289856,3.34400010108948,7.91200017929077,12.4800004959106,5,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"0",2019-01-27,2019-02-03,2019-02-10,2019-02-20,2019-02-24,"Bufo","Bufo spinosus",1,0,0,0,0,0,0,1,1,0,0,3,1,3,12.4835867745536,12.5143993559338,12.5515510680184,7.57891235351605,9.375817871094,4.82346003017728,4.83193852560861,4.83276986318921,4.89848232269287,4.82962274551392,3.34400010108948,7.91200017929077,12.4800004959106,5,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"0",2019-01-31,2019-02-07,2019-02-14,2019-02-24,2019-02-28,"Bufo","Bufo spinosus",1,0,0,0,0,0,0,1,1,0,0,2,1,2,12.4835867745536,12.5143993559338,12.5515510680184,9.375817871094,11.017694091797,4.82346003017728,4.83193852560861,4.83276986318921,4.82962274551392,4.78450679779053,3.34400010108948,7.91200017929077,12.4800004959106,5,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"0",2019-02-02,2019-02-09,2019-02-16,2019-02-26,2019-03-02,"Bufo","Bufo spinosus",1,0,0,0,0,0,0,5,5,0,0,3,5,9,12.4835867745536,12.5143993559338,12.5515510680184,10.400933837891,9.54897460937502,4.82346003017728,4.83193852560861,4.83276986318921,4.81308889389038,4.79909753799438,4.93200016021729,9.67199993133545,14.4040002822876,6.3,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"0",2019-02-07,2019-02-14,2019-02-21,2019-03-03,2019-03-07,"Bufo","Bufo spinosus",1,0,0,0,0,0,0,4,4,0,0,3,4,15,12.4835867745536,12.5143993559338,12.5515510680184,11.575677490234,10.457025146484,4.82346003017728,4.83193852560861,4.83276986318921,4.75231027603149,4.72321462631226,4.93200016021729,9.67199993133545,14.4040002822876,6.3,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"0",2019-02-28,2019-03-07,2019-03-14,2019-03-24,2019-03-28,"Bufo","Bufo spinosus",1,0,0,0,0,0,0,10,0,10,0,10,10,90,12.4835867745536,12.5143993559338,12.5515510680184,13.023828125,9.897943115234,4.82346003017728,4.83193852560861,4.83276986318921,4.52994394302368,4.50183057785034,4.93200016021729,9.67199993133545,14.4040002822876,6.3,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"0",2018-05-15,2018-05-22,2018-05-29,2018-06-08,2018-06-12,"Discoglossus","Discoglossus pictus",1,0,0,0,0,0,0,1,0,1,0,9,1,76,12.4835867745536,12.5143993559338,12.5515510680184,18.533746337891,18.525384521484,4.82346003017728,4.83193852560861,4.83276986318921,4.98608016967773,4.95773839950562,13.9720001220703,18.6720008850098,23.3479995727539,5.5,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"0",2019-02-28,2019-03-07,2019-03-14,2019-03-24,2019-03-28,"Discoglossus","Discoglossus pictus",1,0,0,0,0,0,0,10,0,10,0,10,10,90,12.4835867745536,12.5143993559338,12.5515510680184,13.023828125,9.897943115234,4.82346003017728,4.83193852560861,4.83276986318921,4.52994394302368,4.50183057785034,4.93200016021729,9.67199993133545,14.4040002822876,6.3,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"1",2018-02-16,2018-02-23,2018-03-02,2018-03-12,2018-03-16,"Ichthyosaura","Ichthyosaura alpestris",2,0,0,0,0,0,0,1,1,0,0,2,1,2,12.4835867745536,12.5143993559338,12.5515510680184,10.572747802734,10.124993896484,4.82346003017728,4.83193852560861,4.83276986318921,4.5059666633606,4.51105546951294,4.93200016021729,9.67199993133545,14.4040002822876,6.3,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"0",2018-04-12,2018-04-19,2018-04-26,2018-05-06,2018-05-10,"Ichthyosaura","Ichthyosaura alpestris",2,0,0,0,0,0,0,1,1,0,0,3,1,103,12.4835867745536,12.5143993559338,12.5515510680184,16.10048828125,15.002893066406,4.82346003017728,4.83193852560861,4.83276986318921,4.81373023986816,5.16534662246704,10.3280000686646,14.9320001602173,19.5480003356934,7.5,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"0",2018-05-15,2018-05-22,2018-05-29,2018-06-08,2018-06-12,"Ichthyosaura","Ichthyosaura alpestris",2,0,0,0,0,0,0,3,3,0,0,9,3,76,12.4835867745536,12.5143993559338,12.5515510680184,18.533746337891,18.525384521484,4.82346003017728,4.83193852560861,4.83276986318921,4.98608016967773,4.95773839950562,13.9720001220703,18.6720008850098,23.3479995727539,5.5,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
"Spain",41.621947,2.484327,17,"0",2018-09-17,2018-09-24,2018-10-01,2018-10-11,2018-10-15,"Ichthyosaura","Ichthyosaura alpestris",2,0,0,0,0,0,0,2,2,0,0,9,2,59,12.4835867745536,12.5143993559338,12.5515510680184,18.206994628906,16.452264404297,4.82346003017728,4.83193852560861,4.83276986318921,5.13086414337158,5.91544532775879,10.6280002593994,14.9200000762939,19.2159996032715,9.3,13.8403329849243,9.22733306884766,37.6011962890625,557.067565917969,27.068000793457,2.52799987792969,24.5400009155273,14.8266668319702,20.9306678771973,21.1066665649414,7.64333343505859,78.2,9.3,3.5,2.39642772674561,25.4,15.4,18.7,17.4,"An Martel","An Martel",NA,"An Martel"
