materialSampleID,country,ADM0,ADM1,ADM2,ADM3,ADM4,Locality,N,E,date,year,month,day,genus,species,scientific,nativeStatus,susceptibility,basisOfRecord,sampleType,sampleRemarks,diseaseTested,testMethod,BdDetected,BsalDetected,BdLoad,BsalLoad,fatal,diagnosticLab,individualCount,specimenDisposition,lifeStage,sex,soilMoisture,tmin,tmax,prec,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,collectorList,Sample_bcid,expeditionCode,projectId,comments
,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Meizhou,Tongguzhang,,"Guangdong, Meizhou, Tongguzhang",24.176582,116.35203,8/17/2016,2016,8,17,Cynops,glaucus,Cynops glaucus,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Shenzheng,Wutongshan,,"Shenzheng, Wutongshan",22.59101,114.1984,8/20/2016,2016,8,20,Paramesotriton,hongkongensis,Paramesotriton hongkongensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Shenzheng,Wutongshan,,"Shenzheng, Wutongshan",22.59101,114.1984,8/20/2016,2016,8,20,Paramesotriton,hongkongensis,Paramesotriton hongkongensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Shenzheng,Wutongshan,,"Shenzheng, Wutongshan",22.59101,114.1984,8/20/2016,2016,8,20,Paramesotriton,hongkongensis,Paramesotriton hongkongensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Shenzheng,Wutongshan,,"Shenzheng, Wutongshan",22.59101,114.1984,8/20/2016,2016,8,20,Paramesotriton,hongkongensis,Paramesotriton hongkongensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Shenzheng,Wutongshan,,"Shenzheng, Wutongshan",22.59101,114.1984,8/20/2016,2016,8,20,Paramesotriton,hongkongensis,Paramesotriton hongkongensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Shenzheng,Wutongshan,,"Shenzheng, Wutongshan",22.59101,114.1984,8/20/2016,2016,8,20,Paramesotriton,hongkongensis,Paramesotriton hongkongensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Shenzheng,Wutongshan,,"Shenzheng, Wutongshan",22.59101,114.1984,8/20/2016,2016,8,20,Paramesotriton,hongkongensis,Paramesotriton hongkongensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Shenzheng,Wutongshan,,"Shenzheng, Wutongshan",22.59101,114.1984,8/20/2016,2016,8,20,Paramesotriton,hongkongensis,Paramesotriton hongkongensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Shenzheng,Wutongshan,,"Shenzheng, Wutongshan",22.59101,114.1984,8/20/2016,2016,8,20,Paramesotriton,hongkongensis,Paramesotriton hongkongensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,Shenzheng,Wutongshan,,"Shenzheng, Wutongshan",22.59101,114.1984,8/20/2016,2016,8,20,Paramesotriton,hongkongensis,Paramesotriton hongkongensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Ningde,Zherong,Longxi,"Zherong, Longxi",27.24886,119.94339,8/16/2016,2016,8,16,Paramesotriton,aurantius,Paramesotriton aurantius,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Ningde,Zherong,Longxi,"Zherong, Longxi",27.24886,119.94339,8/16/2016,2016,8,16,Paramesotriton,aurantius,Paramesotriton aurantius,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Ningde,Zherong,Longxi,"Zherong, Longxi",27.24886,119.94339,8/16/2016,2016,8,16,Paramesotriton,aurantius,Paramesotriton aurantius,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Ningde,Zherong,Longxi,"Zherong, Longxi",27.24886,119.94339,8/16/2016,2016,8,16,Paramesotriton,aurantius,Paramesotriton aurantius,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Ningde,Zherong,Longxi,"Zherong, Longxi",27.24886,119.94339,8/16/2016,2016,8,16,Paramesotriton,aurantius,Paramesotriton aurantius,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Fujian,Fuding,Taimushan,,"Fuding, Taimushan",27.1159,120.16697,8/16/2016,2016,8,16,Cynops,fudingensis,Cynops fudingensis,,,,swab,pool,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Guangdong,,,,Guangdong,,,8/18/2016,2016,8,18,Echinotriton,maxiquadratus,Echinotriton maxiquadratus,,,,swab,land,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Zhejiang,Ningbo,Ninghai,Baixi,"Zhejiang, Ningbo, baixi",28.19946,120.56896,1/27/2017,2017,1,27,Paramesotriton,chinensis,Paramesotriton chinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Zhejiang,Ningbo,Ninghai,Baixi,"Zhejiang, Ningbo, baixi",28.19946,120.56896,1/27/2017,2017,1,27,Paramesotriton,chinensis,Paramesotriton chinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Zhejiang,Ningbo,Ninghai,Baixi,"Zhejiang, Ningbo, baixi",28.19946,120.56896,1/27/2017,2017,1,27,Paramesotriton,chinensis,Paramesotriton chinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Zhejiang,Ningbo,Ninghai,Baixi,"Zhejiang, Ningbo, baixi",28.19946,120.56896,1/27/2017,2017,1,27,Paramesotriton,chinensis,Paramesotriton chinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Zhejiang,Ningbo,Ninghai,Baixi,"Zhejiang, Ningbo, baixi",28.19946,120.56896,1/27/2017,2017,1,27,Paramesotriton,chinensis,Paramesotriton chinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Zhejiang,Ningbo,Ninghai,Baixi,"Zhejiang, Ningbo, baixi",28.19946,120.56896,1/27/2017,2017,1,27,Paramesotriton,chinensis,Paramesotriton chinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Zhejiang,Ningbo,Ninghai,Baixi,"Zhejiang, Ningbo, baixi",28.19946,120.56896,1/27/2017,2017,1,27,Paramesotriton,chinensis,Paramesotriton chinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Zhejiang,Ningbo,Ninghai,Baixi,"Zhejiang, Ningbo, baixi",28.19946,120.56896,1/27/2017,2017,1,27,Paramesotriton,chinensis,Paramesotriton chinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Zhejiang,Ningbo,Ninghai,Baixi,"Zhejiang, Ningbo, baixi",28.19946,120.56896,1/27/2017,2017,1,27,Paramesotriton,chinensis,Paramesotriton chinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Zhejiang,Ningbo,Ninghai,Baixi,"Zhejiang, Ningbo, baixi",28.19946,120.56896,1/27/2017,2017,1,27,Paramesotriton,chinensis,Paramesotriton chinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,CHN,Zhejiang,Ningbo,Ninghai,Baixi,"Zhejiang, Ningbo, baixi",28.19946,120.56896,1/27/2017,2017,1,27,Paramesotriton,chinensis,Paramesotriton chinensis,,,,swab,stream,Bsal,qPCR,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
