"continent","country","Lat","Lon","Site","posSite","date","richness","iucn_rich","iucn_rwr","sppAbun","siteAbun","genus","scientific","susceptibility","rangeStatus","redListCategory","nPos_FS","nNeg_FS","nDead_FS","nAlive_FS","nFatalUnk_FS","nPos_all","nNeg_all","nDead_all","nAlive_all","nFatalUnk_all","nPos_all_noFS","nNeg_all_noFS","nDead_all_noFS","nAlive_all_noFS","nFatalUnk_all_noFS","temp_m2","temp_m1","temp_wk3","temp_wk2","temp_wk1","temp_d4","temp_d","sMoist_m2","sMoist_m1","sMoist_wk3","sMoist_wk2","sMoist_wk1","sMoist_d4","sMoist_d","tmin_wc","tavg_wc","tmax_wc","prec_wc","bio1_wc","bio2_wc","bio3_wc","bio4_wc","bio5_wc","bio6_wc","bio7_wc","bio8_wc","bio9_wc","bio10_wc","bio11_wc","bio12_wc","bio13_wc","bio14_wc","bio15_wc","bio16_wc","bio17_wc","bio18_wc","bio19_wc","diagnosticLab","principalInvestigator","collectorList","expeditionCode"
"Asia","Vietnam",21.3680555555556,106.840277777778,13,"1",2016-04-28,1,41,0.38180917,2,2,"Tylototriton","Tylototriton vietnamensis",2,"Native","Vulnerable",0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,12.681787109375,18.703363037109,23.4778512137277,25.5760393415179,25.721089390346,25.017816162109,26.561090087891,7.28006219863892,7.03227949142456,7.05320256096976,6.97053568703788,6.91592400414603,7.01772117614746,6.88108587265015,20.0480003356934,23.1040000915527,26.1480007171631,7.7,22.6571674346924,6.80966663360596,34.9931488037109,480.786529541016,31.4559993743896,11.996000289917,19.4599990844727,27.8619995117188,17.4559993743896,27.8619995117188,16.2546672821045,157,32.3,1,8.87786712646484,87.6,6.1,87.6,7,"Nguyen/Pasmans","Nguyen","A. Laking; H.N. Ngo; T.T. Nguyen","Laking_2016"
"Asia","Vietnam",21.3680555555556,106.843333333333,14,"1",2016-04-28,1,41,0.38180917,7,7,"Tylototriton","Tylototriton vietnamensis",2,"Native","Vulnerable",0,0,0,0,0,0,7,0,0,7,0,7,0,0,7,12.681787109375,18.703363037109,23.4778512137277,25.5760393415179,25.721089390346,25.017816162109,26.561090087891,7.28006219863892,7.03227949142456,7.05320256096976,6.97053568703788,6.91592400414603,7.01772117614746,6.88108587265015,20.0480003356934,23.1040000915527,26.1480007171631,7.7,22.6571674346924,6.80966663360596,34.9931488037109,480.786529541016,31.4559993743896,11.996000289917,19.4599990844727,27.8619995117188,17.4559993743896,27.8619995117188,16.2546672821045,157,32.3,1,8.87786712646484,87.6,6.1,87.6,7,"Nguyen/Pasmans","Nguyen","A. Laking; H.N. Ngo; T.T. Nguyen","Laking_2016"
"Asia","Vietnam",21.3683333333333,106.837222222222,15,"1",2016-04-27,1,41,0.38180917,2,2,"Tylototriton","Tylototriton vietnamensis",2,"Native","Vulnerable",0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,12.681787109375,18.703363037109,22.9248291015624,25.1951145717076,26.0932861328126,25.143243408203,25.539361572266,7.28006219863892,7.03227949142456,7.05400426047189,6.986542565482,6.89921024867466,7.0286660194397,6.95898580551147,20.0480003356934,23.1040000915527,26.1480007171631,7.7,22.6571674346924,6.80966663360596,34.9931488037109,480.786529541016,31.4559993743896,11.996000289917,19.4599990844727,27.8619995117188,17.4559993743896,27.8619995117188,16.2546672821045,157,32.3,1,8.87786712646484,87.6,6.1,87.6,7,"Nguyen/Pasmans","Nguyen","A. Laking; H.N. Ngo; T.T. Nguyen","Laking_2016"
"Asia","Vietnam",21.3888888888889,106.851111111111,16,"1",2016-04-28,1,41,0.38180917,19,19,"Tylototriton","Tylototriton vietnamensis",2,"Native","Vulnerable",0,0,0,0,0,0,19,0,0,19,0,19,0,0,19,12.681787109375,18.703363037109,23.4778512137277,25.5760393415179,25.721089390346,25.017816162109,26.561090087891,7.28006219863892,7.03227949142456,7.05320256096976,6.97053568703788,6.91592400414603,7.01772117614746,6.88108587265015,19.42799949646,22.5359992980957,25.6399993896484,7.5,22.0450000762939,6.88466644287109,35.4660339355469,475.768920898438,30.7399997711182,11.3280000686646,19.4119987487793,27.1893329620361,16.8786659240723,27.1893329620361,15.7019996643066,148.5,30.2,1.1,8.59794387817383,80.4,6.3,80.4,7.5,"Nguyen/Pasmans","Nguyen","A. Laking; H.N. Ngo; T.T. Nguyen","Laking_2016"
"Asia","Vietnam",21.3966666666667,106.888611111111,17,"1",2016-04-26,1,41,0.38180917,15,15,"Tylototriton","Tylototriton vietnamensis",2,"Native","Vulnerable",0,0,0,0,0,1,14,0,0,15,1,14,0,0,15,12.681787109375,18.703363037109,22.0128853934152,25.1284903390067,26.3042933872769,24.699151611328,27.2630859375,7.28006219863892,7.03227949142456,7.05549832752773,6.9970771244594,6.90903288977487,6.94591903686523,6.96108531951904,19.3999996185303,22.4599990844727,25.5359992980957,7.5,22.0001659393311,6.80700016021729,35.1601219177246,478.680603027344,30.6720008850098,11.3120002746582,19.3600006103516,27.1633338928223,16.8126678466797,27.1633338928223,15.6213340759277,149.8,30.6,1.2,8.59527053833008,81.2,6.5,81.2,7.6,"Nguyen/Pasmans","Nguyen","A. Laking; H.N. Ngo; T.T. Nguyen","Laking_2016"
"Asia","Vietnam",21.3975,106.918611111111,18,"1",2016-04-26,1,41,0.38180917,12,12,"Tylototriton","Tylototriton vietnamensis",2,"Native","Vulnerable",0,0,0,0,0,1,11,0,0,12,1,11,0,0,12,12.681787109375,18.703363037109,22.0128853934152,25.1284903390067,26.3042933872769,24.699151611328,27.2630859375,7.28006219863892,7.03227949142456,7.05549832752773,6.9970771244594,6.90903288977487,6.94591903686523,6.96108531951904,19.7280006408691,22.8159999847412,25.8840007781982,7.4,22.3414993286133,6.85700035095215,35.1641044616699,482.767272949219,31.0799999237061,11.5799999237061,19.5,27.5359992980957,17.1033325195312,27.5359992980957,15.9039993286133,150.6,30.7,1.1,8.63425216674805,82.2,6.5,82.2,7.4,"Nguyen/Pasmans","Nguyen","A. Laking; H.N. Ngo; T.T. Nguyen","Laking_2016"
"Asia","Vietnam",21.4086111111111,106.841388888889,19,"1",2016-04-27,1,41,0.38180917,21,21,"Tylototriton","Tylototriton vietnamensis",2,"Native","Vulnerable",0,0,0,0,0,0,21,0,0,21,0,21,0,0,21,12.681787109375,18.703363037109,22.9248291015624,25.1951145717076,26.0932861328126,25.143243408203,25.539361572266,7.28006219863892,7.03227949142456,7.05400426047189,6.986542565482,6.89921024867466,7.0286660194397,6.95898580551147,19.42799949646,22.5359992980957,25.6399993896484,7.5,22.0450000762939,6.88466644287109,35.4660339355469,475.768920898438,30.7399997711182,11.3280000686646,19.4119987487793,27.1893329620361,16.8786659240723,27.1893329620361,15.7019996643066,148.5,30.2,1.1,8.59794387817383,80.4,6.3,80.4,7.5,"Nguyen/Pasmans","Nguyen","A. Laking; H.N. Ngo; T.T. Nguyen","Laking_2016"
"Asia","Vietnam",21.4227777777778,106.786388888889,20,"1",2016-05-01,1,41,0.38180917,44,44,"Tylototriton","Tylototriton vietnamensis",2,"Native","Vulnerable",0,0,0,0,0,1,43,0,0,44,1,43,0,0,44,18.703363037109,24.351892089844,24.7036812918527,26.7585213797433,24.5191153390067,25.539361572266,25.907952880859,7.03227949142456,7.04617118835449,7.02851642881121,6.90240791865758,6.9799872807094,6.95898580551147,6.90399980545044,22.9360008239746,26.6439990997314,30.3600006103516,20.3,22.8891658782959,7.40966653823853,36.9301567077637,478.924011230469,31.8559989929199,11.7919998168945,20.0639991760254,28.0573329925537,17.6620006561279,28.0573329925537,16.5073337554932,148.2,29.9,1,8.65598449707031,81.5,6.1,81.5,7,"Nguyen/Pasmans","Nguyen","A. Laking; H.N. Ngo; T.T. Nguyen","Laking_2016"
"Asia","Vietnam",21.4609067405356,105.593257543548,21,"1",2016-04-28,1,52,0.48620247,18,18,"Paramesotriton","Paramesotriton deloustali",2,"Native","Least Concern",0,0,0,0,0,2,16,0,0,18,2,16,0,0,18,14.938928222656,20.603875732422,25.145144217355,27.3188546316964,27.2585170200893,26.866479492188,27.828271484375,7.29046154022217,7.06296968460083,5.73696592875889,5.70740141187395,5.69292879104614,5.6616587638855,5.64178276062012,18.1359996795654,21.2280006408691,24.3320007324219,8,20.7719993591309,6.76666641235352,35.3166313171387,462.502838134766,29.2880001068115,10.1280002593994,19.1599998474121,25.275333404541,15.8020000457764,25.7586669921875,14.6386661529541,168.3,35.1,1.1,9.05073318481445,95.4,6.2,90.6,6.5,"Nguyen/Pasmans","Nguyen","A. Laking; H.N. Ngo; T.T. Nguyen","Laking_2016"
"Asia","Vietnam",21.5922222222222,106.840277777778,23,"1",2016-04-30,1,44,0.21154194,16,16,"Tylototriton","Tylototriton vietnamensis",2,"Native","Vulnerable",0,0,0,0,0,0,16,0,0,16,0,16,0,0,16,18.703363037109,18.703363037109,23.7881277901786,25.6418178013393,24.2667872837613,26.513116455078,25.064477539062,7.03227949142456,7.03227949142456,7.10252441678729,7.00243806838989,7.01892008100237,7.03946113586426,6.99714136123657,18.7320003509521,21.9640007019043,25.1960010528564,7.8,21.306999206543,7.22800016403198,35.7963562011719,489.564117431641,30.2320003509521,10.039999961853,20.1920013427734,26.5673332214355,15.9113330841064,26.5673332214355,14.7526664733887,138.7,28,1.5,8.16687622070313,73.2,7,73.2,8.9,"Nguyen/Pasmans","Nguyen","A. Laking; H.N. Ngo; T.T. Nguyen","Laking_2016"
"Asia","China",21.9247222222222,107.140555555556,24,"1",2016-05-07,1,48,0.3773037,12,12,"Tylototriton","Tylototriton vietnamensis",2,"Possibly Native","Vulnerable",0,0,0,0,0,0,12,0,0,12,0,12,0,0,12,19.397485351562,25.577203369141,26.0255545479912,24.7097455705916,25.2931195940289,27.05556640625,27.9798828125,7.50317859649658,7.441734790802,6.24823631559099,6.27684852055141,6.34702273777553,6.41683435440063,6.09319925308228,22.4200000762939,25.9440002441406,29.4799995422363,16.7,22.0009994506836,7.11066627502441,34.2187995910645,514.490051269531,31.3519992828369,10.57200050354,20.7799987792969,27.5453338623047,16.3066673278809,27.5453338623047,15.0806665420532,141.1,26.5,2.1,7.82343444824219,74.5,8.3,74.5,9.3,"Nguyen","Nguyen","Z. Yuan; J. Zhou; J. Wang; S. Hou; Y. Duan; X. Liu;
                                                         X. Chen; P. Wei; Y. Zhang; K. Wang; J. Shi","Yuan_2016-2017"
"Asia","Vietnam",22.0638890860314,104.434999271834,26,"1",2016-05-31,1,76,1.18250458,28,28,"Paramesotriton","Paramesotriton sp.",2,"Native","Unknown",0,0,0,0,0,2,26,0,0,28,2,26,0,0,28,22.967431640625,23.885675048828,30.7183035714286,28.2711774553573,28.4483537946429,30.044427490234,30.137994384766,7.00534105300903,7.02234172821045,7.00012561253139,7.08350815091814,7.22157723563058,7.54181385040283,7.41790723800659,22.1119995117188,26.0799999237061,30.0440006256104,19,22.1145000457764,7.58300018310547,38.0749168395996,479.307403564453,31.1800003051758,11.2639999389648,19.9160003662109,26.7919998168945,16.8653335571289,27.2919998168945,15.7119998931885,166.1,29.7,1.5,7.85820770263672,84.4,6.7,80.5,7.5,"Nguyen/Pasmans","Nguyen","A. Laking; H.N. Ngo; T.T. Nguyen","Laking_2016"
"Asia","Vietnam",22.085,104.390277777778,27,"1",2016-05-31,1,76,1.18250458,3,3,"Paramesotriton","Paramesotriton sp.",2,"Native","Unknown",0,0,0,0,0,1,2,0,0,3,1,2,0,0,3,22.967431640625,23.885675048828,30.7183035714286,28.2711774553573,28.4483537946429,30.044427490234,30.137994384766,7.00534105300903,7.02234172821045,7.00012561253139,7.08350815091814,7.22157723563058,7.54181385040283,7.41790723800659,22.496000289917,26.503999710083,30.5,19,22.5440006256104,7.70266628265381,38.6757736206055,476.568298339844,31.6439990997314,11.7279996871948,19.9160003662109,27.1986675262451,17.2999992370605,27.7013339996338,16.1813335418701,165,28.7,1.5,7.62815399169922,81.8,6.8,77.2,7.8,"Nguyen/Pasmans","Nguyen","A. Laking; H.N. Ngo; T.T. Nguyen","Laking_2016"
"Asia","Vietnam",22.1733333333333,104.299722222222,28,"1",2016-06-01,1,55,0.32716224,2,2,"Paramesotriton","Paramesotriton sp.",2,"Native","Unknown",0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,22.967431640625,23.885675048828,30.5783630371095,28.1081743512836,28.3396676199777,31.259149169922,30.981378173828,7.00534105300903,7.02234172821045,6.97843899045672,7.07770436150687,7.29429415294102,7.49821329116821,7.32969331741333,24.1119995117188,27.9400005340576,31.7600002288818,22.8,22.781665802002,7.6560001373291,38.7370986938477,472.833038330078,31.8039989471436,12.039999961853,19.7639999389648,27.4033336639404,17.5346660614014,27.8693332672119,16.4366664886475,164.7,28.4,1.7,7.38941268920899,79.2,7.4,75.2,8.4,"Nguyen/Pasmans","Nguyen","A. Laking; H.N. Ngo; T.T. Nguyen","Laking_2016"
"Asia","Vietnam",22.2070846062085,104.46847418203,29,"1",2016-06-01,1,55,0.32716224,28,28,"Paramesotriton","Paramesotriton sp.",2,"Native","Unknown",0,0,0,0,0,1,27,0,0,28,1,27,0,0,28,22.967431640625,23.885675048828,30.5783630371095,28.1081743512836,28.3396676199777,31.259149169922,30.981378173828,7.00534105300903,7.02234172821045,6.97843899045672,7.07770436150687,7.29429415294102,7.49821329116821,7.32969331741333,23.5520000457764,27.3680000305176,31.1760005950928,23.9,22.1539993286133,7.62800025939941,38.3625030517578,477.343933105469,31.2080001831055,11.3240003585815,19.8839988708496,26.8400001525879,16.8906669616699,27.2946662902832,15.7639999389648,168.8,30.6,1.5,7.78057708740234,84.4,7.5,82.4,8,"Nguyen/Pasmans","Nguyen","A. Laking; H.N. Ngo; T.T. Nguyen","Laking_2016"
"Asia","China",22.278844,111.20678,30,"1",2017-06-05,1,31,0.16295148,1,1,"Tylototriton","Tylototriton asperrimus",2,"Native","Near Threatened",0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,22.330499267578,24.733697509766,24.0644949776785,23.9926282610212,23.7673169817244,26.144158935547,26.753289794922,7.77765321731567,8.11881160736084,7.65594288281032,7.61531966073172,7.63786571366446,7.27878379821777,7.29818868637085,19.8640003204346,22.8199996948242,25.7560005187988,32.9,17.7433338165283,6.9980001449585,34.1099624633789,497.861114501953,26.5480003356934,6.03200006484985,20.5160007476807,23.0659999847412,12.4659996032715,23.0659999847412,11.0153331756592,199.1,33.2,2.7,7.28379058837891,90.6,10.4,90.6,13.4,"Nguyen","Frank Pasmans","Z. Yuan; J. Zhou; J. Wang; S. Hou; Y. Duan; X. Liu;
                                                         X. Chen; P. Wei; Y. Zhang; K. Wang; J. Shi","Yuan_2016-2017"
"Asia","China",22.278844,111.20678,30,"1",2017-07-15,1,31,0.16295148,6,6,"Tylototriton","Tylototriton asperrimus",2,"Native","Near Threatened",0,0,0,0,0,1,5,0,0,6,1,5,0,0,6,24.733697509766,26.981103515625,24.0644949776785,23.9926282610212,23.7673169817244,24.909417724609,25.197076416016,8.11881160736084,8.15460777282715,7.65594288281032,7.61531966073172,7.63786571366446,7.80599689483643,7.66973209381104,20.1919994354248,23.3759994506836,26.5480003356934,24.5,17.7433338165283,6.9980001449585,34.1099624633789,497.861114501953,26.5480003356934,6.03200006484985,20.5160007476807,23.0659999847412,12.4659996032715,23.0659999847412,11.0153331756592,199.1,33.2,2.7,7.28379058837891,90.6,10.4,90.6,13.4,"Nguyen","Frank Pasmans","Z. Yuan; J. Zhou; J. Wang; S. Hou; Y. Duan; X. Liu;
                                                         X. Chen; P. Wei; Y. Zhang; K. Wang; J. Shi","Yuan_2016-2017"
"Asia","Vietnam",22.3916668208826,105.762638153168,38,"1",2016-05-10,1,48,0.46755471,38,38,"Paramesotriton","Paramesotriton deloustali",2,"Native","Least Concern",0,0,0,0,0,1,37,0,0,38,1,37,0,0,38,17.214501953125,23.148980712891,26.2633562360492,24.815794154576,25.793411690848,28.751092529297,25.765985107422,7.00962924957275,7.01213264465332,6.56322983333043,6.80560752323695,6.64079407283238,6.46697568893433,6.48009061813354,21.5480003356934,25.3920001983643,29.2479991912842,21.9,21.4500007629395,7.50200033187866,36.7745094299316,491.372100830078,30.5960006713867,10.1960000991821,20.4000015258789,26.75,15.8813333511353,26.75,14.8640003204346,161.5,32.4,1,9.11183319091797,93.3,6,93.3,6.8,"Nguyen/Pasmans","Nguyen","A. Laking; H.N. Ngo; T.T. Nguyen","Laking_2016"
"Asia","Vietnam",22.5191666666667,105.210555555556,45,"1",2016-05-27,1,53,0.60550506,3,3,"Tylototriton","Tylototriton ziegleri",2,"Native","Vulnerable",0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,17.214501953125,23.148980712891,26.9875906808036,28.0161246163504,25.375194440569,24.62099609375,27.137963867188,7.00962924957275,7.01213264465332,7.27758421216692,7.17144577843802,7.29082788739886,7.89027786254883,7.82927799224854,22.2080001831055,26.1240005493164,30.0440006256104,24.8,22.2954998016357,7.49900007247925,37.7517127990723,482.431488037109,31.4680004119873,11.6040000915527,19.8640003204346,27.5026664733887,15.8660001754761,27.5026664733887,15.8660001754761,185.4,38.2,1.5,9.09943542480469,107.1,7.7,107.1,7.7,"Nguyen/Pasmans","Nguyen","A. Laking; H.N. Ngo; T.T. Nguyen","Laking_2016"
"Asia","Vietnam",22.53,105.006944444444,46,"1",2016-05-27,1,57,1.14737276,23,23,"Tylototriton","Tylototriton ziegleri",2,"Native","Vulnerable",0,0,0,0,0,0,23,0,0,23,0,23,0,0,23,17.214501953125,23.148980712891,26.9875906808036,28.0161246163504,25.375194440569,24.62099609375,27.137963867188,7.00962924957275,7.01213264465332,7.27758421216692,7.17144577843802,7.29082788739886,7.89027786254883,7.82927799224854,22.2280006408691,26.2080001831055,30.2000007629395,25.5,22.4519996643066,7.72466707229614,38.6233329772949,479.782318115234,31.7320003509521,11.7320003509521,20,27.6560001373291,16.0566673278809,27.6560001373291,16.0566673278809,196.7,40.8,1.7,9.01338119506836,113,8.1,113,8.1,"Nguyen/Pasmans","Nguyen","A. Laking; H.N. Ngo; T.T. Nguyen","Laking_2016"
